,sceneStart,sceneEnd,location,subLocation,characters,episodeNumber,seasonNumber
3055,0:49:12,0:49:20,The Crownlands,Blackwater Rush,"['Tyrion Lannister', 'Jaime Lannister']",64,7
3056,0:49:20,0:49:33,The Crownlands,Blackwater Rush,"['Jaime Lannister', 'Drogon', 'Daenerys Targaryen', 'Tyrion Lannister', 'Qhono']",64,7
3057,0:49:33,0:49:40,The Crownlands,Blackwater Rush,"['Jaime Lannister', 'Drogon', 'Daenerys Targaryen']",64,7
3058,0:49:40,0:49:43,The Crownlands,Blackwater Rush,"['Jaime Lannister', 'Drogon', 'Daenerys Targaryen', 'Bronn']",64,7
3059,0:49:43,0:49:46,The Crownlands,Blackwater Rush,"['Jaime Lannister', 'Bronn']",64,7
3060,0:49:46,0:50:05,The Crownlands,Blackwater Rush,['Jaime Lannister'],64,7
3061,0:03:55,0:05:41,The Crownlands,Blackwater Rush,"['Bronn', 'Jaime Lannister']",65,7
3062,0:05:41,0:05:46,The Crownlands,Blackwater Rush,['Jaime Lannister'],65,7
3063,0:05:46,0:06:29,The Crownlands,Blackwater Rush,['Tyrion Lannister'],65,7
3064,0:06:29,0:06:38,The Crownlands,Blackwater Rush,['Drogon'],65,7
3065,0:06:38,0:06:41,The Crownlands,Blackwater Rush,[],65,7
3066,0:06:41,0:11:21,The Crownlands,Blackwater Rush,"['Drogon', 'Daenerys Targaryen', 'Tyrion Lannister', 'Qhono', 'Randyll Tarly', 'Dickon Tarly']",65,7
3067,0:11:21,0:11:53,The Crownlands,Blackwater Rush,"['Drogon', 'Daenerys Targaryen', 'Tyrion Lannister', 'Qhono']",65,7
3068,0:11:53,0:12:04,The Crownlands,King's Landing,"['Jaime Lannister', 'Qyburn']",65,7
3069,0:12:04,0:14:33,The Crownlands,King's Landing,"['Jaime Lannister', 'Cersei Lannister']",65,7
3070,0:14:33,0:16:31,The Crownlands,Dragonstone,"['Jon Snow', 'Drogon', 'Daenerys Targaryen']",65,7
3071,0:16:31,0:16:58,The Crownlands,Dragonstone,"['Jon Snow', 'Drogon', 'Rhaegal', 'Viserion', 'Daenerys Targaryen']",65,7
3072,0:16:58,0:17:51,The Crownlands,Dragonstone,"['Jon Snow', 'Daenerys Targaryen']",65,7
3073,0:17:51,0:18:58,The Crownlands,Dragonstone,"['Jon Snow', 'Daenerys Targaryen', 'Qhono', 'Jorah Mormont']",65,7
3074,0:18:58,0:19:10,The North,Winterfell,['Bran Stark'],65,7
3075,0:19:10,0:19:23,The North,North to the Wall,[],65,7
3076,0:19:23,0:19:29,The Wall,Eastwatch,[],65,7
3077,0:19:29,0:19:36,North of the Wall,The Wall,[],65,7
3078,0:19:36,0:20:08,North of the Wall,South to the Wall,[],65,7
3079,0:20:08,0:20:14,North of the Wall,South to the Wall,"['The Night King', 'White Walker']",65,7
3080,0:20:14,0:20:26,The North,Winterfell,"['Bran Stark', 'Maester Wolkan']",65,7
3081,0:20:26,0:23:09,The Reach,Oldtown,"['Archmaester Ebrose', 'Samwell Tarly', 'Maester Sandhu']",65,7
3082,0:23:09,0:23:27,The Reach,Oldtown,"['Archmaester Ebrose', 'Maester Sandhu']",65,7
3083,0:23:27,0:25:09,The Crownlands,Dragonstone,"['Tyrion Lannister', 'Lord Varys']",65,7
3084,0:25:09,0:28:45,The Crownlands,Dragonstone,"['Jon Snow', 'Daenerys Targaryen', 'Tyrion Lannister', 'Lord Varys', 'Jorah Mormont', 'Davos Seaworth']",65,7
3085,0:28:45,0:29:35,The North,Winterfell,"['Arya Stark', 'Sansa Stark', 'Robett Glover', 'Yohn Royce']",65,7
3086,0:29:35,0:31:43,The North,Winterfell,"['Arya Stark', 'Sansa Stark']",65,7
3087,0:31:43,0:32:23,The Crownlands,King's Landing,"['Davos Seaworth', 'Tyrion Lannister']",65,7
3088,0:32:23,0:32:50,The Crownlands,King's Landing,"['Bronn', 'Jaime Lannister']",65,7
3089,0:32:50,0:33:03,The Crownlands,King's Landing,"['Bronn', 'Jaime Lannister', 'Tyrion Lannister']",65,7
3090,0:33:03,0:34:46,The Crownlands,King's Landing,"['Jaime Lannister', 'Tyrion Lannister']",65,7
3091,0:34:46,0:37:10,The Crownlands,King's Landing,"['Davos Seaworth', 'Gendry']",65,7
3092,0:37:10,0:39:16,The Crownlands,King's Landing,"['Davos Seaworth', 'Gendry', 'Kevin Eldon', 'Laurence Spellman']",65,7
3093,0:39:16,0:40:19,The Crownlands,King's Landing,"['Davos Seaworth', 'Gendry', 'Kevin Eldon', 'Laurence Spellman', 'Tyrion Lannister']",65,7
3094,0:40:19,0:40:35,The Crownlands,King's Landing,"['Jaime Lannister', 'Qyburn', 'Cersei Lannister']",65,7
3095,0:40:35,0:43:14,The Crownlands,King's Landing,"['Jaime Lannister', 'Cersei Lannister']",65,7
3096,0:43:14,0:43:34,The Crownlands,Dragonstone,"['Davos Seaworth', 'Gendry']",65,7
3097,0:43:34,0:45:18,The Crownlands,Dragonstone,"['Davos Seaworth', 'Gendry', 'Jon Snow']",65,7
3098,0:45:18,0:45:56,The Crownlands,Dragonstone,"['Jorah Mormont', 'Tyrion Lannister']",65,7
3099,0:45:56,0:46:19,The Crownlands,Dragonstone,"['Jorah Mormont', 'Tyrion Lannister', 'Daenerys Targaryen', 'Qhono']",65,7
3100,0:46:19,0:47:21,The Crownlands,Dragonstone,"['Jorah Mormont', 'Tyrion Lannister', 'Daenerys Targaryen', 'Qhono', 'Jon Snow', 'Davos Seaworth', 'Gendry']",65,7
3101,0:47:21,0:49:09,The Reach,Oldtown,"['Samwell Tarly', 'Gilly', 'Baby Sam']",65,7
3102,0:49:09,0:50:01,The Reach,Oldtown,['Samwell Tarly'],65,7
3103,0:50:01,0:50:43,The Reach,Oldtown,"['Samwell Tarly', 'Gilly', 'Baby Sam']",65,7
3104,0:50:43,0:51:19,The North,Winterfell,"['Petyr Baelish', 'Adele Smyth-Kennedy', 'Arya Stark']",65,7
3105,0:51:19,0:51:39,The North,Winterfell,"['Petyr Baelish', 'Yohn Royce', 'Robett Glover', 'Arya Stark']",65,7
3106,0:51:39,0:52:27,The North,Winterfell,"['Petyr Baelish', 'Maester Wolkan', 'Arya Stark']",65,7
3107,0:52:27,0:52:50,The North,Winterfell,"['Petyr Baelish', 'Arya Stark']",65,7
3108,0:52:50,0:54:15,The North,Winterfell,['Arya Stark'],65,7
3109,0:54:14,0:54:33,The North,Winterfell,"['Petyr Baelish', 'Arya Stark']",65,7
3110,0:54:33,0:54:52,The Wall,Eastwatch,"['Jon Snow', 'Gendry', 'Davos Seaworth', 'Jorah Mormont']",65,7
3111,0:54:52,0:55:47,The Wall,Eastwatch,"['Jon Snow', 'Gendry', 'Davos Seaworth', 'Jorah Mormont', 'Tormund Giantsbane']",65,7
3112,0:55:47,0:58:08,The Wall,Eastwatch,"['Jon Snow', 'Gendry', 'Davos Seaworth', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",65,7
3113,0:58:08,0:58:53,The Wall,Eastwatch,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",65,7
3114,0:58:53,0:59:10,North of the Wall,The Wall,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",65,7
3115,0:04:03,0:04:17,The Crownlands,Dragonstone,[],66,7
3116,0:04:17,0:06:02,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3117,0:06:02,0:07:18,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3118,0:07:18,0:08:20,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3119,0:08:20,0:09:42,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont']",66,7
3120,0:09:42,0:09:53,The North,Winterfell,['Arya Stark'],66,7
3121,0:09:53,0:15:17,The North,Winterfell,"['Arya Stark', 'Sansa Stark']",66,7
3122,0:15:17,0:15:32,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3123,0:15:32,0:16:25,North of the Wall,The Haunted Forest,"['Tormund Giantsbane', 'Sandor Clegane']",66,7
3124,0:16:25,0:16:42,North of the Wall,The Haunted Forest,"['Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr']",66,7
3125,0:16:42,0:17:10,North of the Wall,The Haunted Forest,"['Tormund Giantsbane', 'Sandor Clegane']",66,7
3126,0:17:10,0:17:28,North of the Wall,The Haunted Forest,"['Jon Snow', 'Beric Dondarrion']",66,7
3127,0:17:28,0:18:07,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3128,0:18:07,0:19:08,North of the Wall,The Haunted Forest,"['Jon Snow', 'Beric Dondarrion']",66,7
3129,0:19:08,0:19:35,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3130,0:19:35,0:24:40,The Crownlands,Dragonstone,"['Daenerys Targaryen', 'Tyrion Lannister']",66,7
3131,0:24:40,0:27:16,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3132,0:27:16,0:27:28,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3133,0:27:28,0:29:03,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3134,0:29:03,0:31:00,The North,Winterfell,"['Sansa Stark', 'Petyr Baelish']",66,7
3135,0:31:00,0:31:07,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3136,0:31:07,0:31:54,North of the Wall,The Haunted Forest,"['Jorah Mormont', 'Thoros of Myr']",66,7
3137,0:31:54,0:32:07,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3138,0:32:07,0:32:36,North of the Wall,The Haunted Forest,"['Jon Snow', 'Tormund Giantsbane', 'White Walker']",66,7
3139,0:32:36,0:32:49,North of the Wall,The Haunted Forest,[],66,7
3140,0:32:49,0:33:20,North of the Wall,The Haunted Forest,['White Walker'],66,7
3141,0:33:20,0:33:44,North of the Wall,The Haunted Forest,"['White Walker', 'Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3142,0:33:44,0:35:21,North of the Wall,The Haunted Forest,"['Jon Snow', 'Gendry', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3143,0:35:21,0:37:05,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3144,0:37:05,0:37:24,North of the Wall,The Haunted Forest,['Gendry'],66,7
3145,0:37:24,0:37:38,North of the Wall,The Haunted Forest,['Gendry'],66,7
3146,0:37:38,0:38:05,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3147,0:38:05,0:38:29,North of the Wall,The Wall,['Gendry'],66,7
3148,0:38:29,0:38:32,The Wall,Eastwatch,['Davos Seaworth'],66,7
3149,0:38:32,0:38:50,North of the Wall,The Wall,"['Gendry', 'Davos Seaworth']",66,7
3150,0:38:50,0:38:56,North of the Wall,The Haunted Forest,[],66,7
3151,0:38:56,0:41:02,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Thoros of Myr', 'Beric Dondarrion']",66,7
3152,0:41:02,0:42:00,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion']",66,7
3153,0:42:00,0:42:51,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion', 'The Night King', 'White Walker']",66,7
3154,0:42:51,0:43:18,The North,Winterfell,"['Sansa Stark', 'Maester Wolkan']",66,7
3155,0:43:18,0:45:03,The North,Winterfell,"['Sansa Stark', 'Brienne of Tarth']",66,7
3156,0:45:03,0:46:09,The Crownlands,Dragonstone,"['Drogon', 'Viserion', 'Rhaegal', 'Daenerys Targaryen', 'Tyrion Lannister']",66,7
3157,0:46:09,0:48:32,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion']",66,7
3158,0:48:32,0:52:08,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion']",66,7
3159,0:52:08,0:53:16,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion', 'Drogon', 'Viserion', 'Rhaegal', 'Daenerys Targaryen']",66,7
3160,0:53:16,0:53:24,North of the Wall,The Haunted Forest,"['The Night King', 'White Walker']",66,7
3161,0:53:24,0:54:04,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion', 'Drogon', 'Viserion', 'Rhaegal', 'Daenerys Targaryen', 'The Night King', 'White Walker']",66,7
3162,0:54:04,0:54:47,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion', 'Drogon', 'Rhaegal', 'Viserion', 'Daenerys Targaryen', 'The Night King']",66,7
3163,0:54:47,0:55:39,North of the Wall,The Haunted Forest,"['Jon Snow', 'Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion', 'Drogon', 'Rhaegal', 'Daenerys Targaryen', 'The Night King', 'White Walker']",66,7
3164,0:55:39,0:55:57,North of the Wall,The Haunted Forest,"['Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion', 'Drogon', 'Rhaegal', 'Daenerys Targaryen', 'The Night King', 'White Walker']",66,7
3165,0:55:57,0:56:27,North of the Wall,The Haunted Forest,"['Jorah Mormont', 'Tormund Giantsbane', 'Sandor Clegane', 'Beric Dondarrion', 'Drogon', 'Daenerys Targaryen']",66,7
3166,0:56:27,0:56:39,North of the Wall,The Haunted Forest,"['The Night King', 'White Walker']",66,7
3167,0:56:39,0:56:48,North of the Wall,The Haunted Forest,[],66,7
3168,0:56:48,0:58:03,North of the Wall,The Haunted Forest,['Jon Snow'],66,7
3169,0:58:03,0:58:39,North of the Wall,The Haunted Forest,"['Jon Snow', 'Benjen Stark']",66,7
3170,0:58:39,0:58:49,North of the Wall,The Haunted Forest,['Benjen Stark'],66,7
3171,0:58:49,0:58:55,North of the Wall,The Haunted Forest,['Jon Snow'],66,7
3172,0:58:55,0:59:06,North of the Wall,The Haunted Forest,['Benjen Stark'],66,7
3173,0:59:06,0:59:21,North of the Wall,The Haunted Forest,['Jon Snow'],66,7
3174,0:59:21,0:59:57,The Wall,Eastwatch,"['Sandor Clegane', 'Beric Dondarrion', 'Tormund Giantsbane']",66,7
3175,0:59:57,1:00:07,The Wall,Eastwatch,['Rhaegal'],66,7
3176,1:00:07,1:00:22,The Wall,Eastwatch,"['Rhaegal', 'Daenerys Targaryen', 'Jorah Mormont']",66,7
3177,1:00:22,1:00:36,The Wall,Eastwatch,"['Daenerys Targaryen', 'Jorah Mormont']",66,7
3178,1:00:36,1:00:44,North of the Wall,The Wall,['Drogon'],66,7
3179,1:00:44,1:01:06,The Wall,Eastwatch,"['Daenerys Targaryen', 'Jorah Mormont']",66,7
3180,1:01:06,1:01:11,North of the Wall,The Wall,['Jon Snow'],66,7
3181,1:01:11,1:01:14,The Wall,Eastwatch,"['Daenerys Targaryen', 'Jorah Mormont']",66,7
3182,1:01:14,1:01:18,The Wall,Eastwatch,[],66,7
3183,1:01:18,1:01:50,The Wall,Eastwatch,"['Jon Snow', 'Davos Seaworth', 'Daenerys Targaryen']",66,7
3184,1:01:50,1:02:38,The North,Winterfell,['Sansa Stark'],66,7
3185,1:02:38,1:05:46,The North,Winterfell,"['Sansa Stark', 'Arya Stark']",66,7
3186,1:05:46,1:05:52,The Shivering Sea,,[],66,7
3187,1:05:52,1:09:22,The Shivering Sea,,"['Jon Snow', 'Daenerys Targaryen']",66,7
3188,1:09:22,1:10:06,North of the Wall,The Haunted Forest,"['White Walker', 'Viserion']",66,7
3189,1:10:06,1:10:49,North of the Wall,The Haunted Forest,"['White Walker', 'Viserion', 'The Night King']",66,7
3190,0:04:36,0:04:56,The Crownlands,King's Landing,['Grey Worm'],67,7
3191,0:04:56,0:05:04,The Crownlands,King's Landing,[],67,7
3192,0:05:04,0:05:08,The Crownlands,King's Landing,['Jaime Lannister'],67,7
3193,0:05:08,0:05:13,The Crownlands,King's Landing,[],67,7
3194,0:05:13,0:05:20,The Crownlands,King's Landing,['Bronn'],67,7
3195,0:05:20,0:05:31,The Crownlands,King's Landing,[],67,7
3196,0:05:31,0:05:50,The Crownlands,King's Landing,['Bronn'],67,7
3197,0:05:50,0:06:42,The Crownlands,King's Landing,"['Jaime Lannister', 'Bronn']",67,7
3198,0:06:42,0:06:52,The Crownlands,King's Landing,[],67,7
3199,0:06:52,0:06:54,The Crownlands,King's Landing,"['Jaime Lannister', 'Bronn']",67,7
3200,0:06:54,0:07:02,The Crownlands,King's Landing,[],67,7
3201,0:07:02,0:07:04,The Crownlands,King's Landing,"['Jaime Lannister', 'Bronn']",67,7
3202,0:07:04,0:07:15,The Crownlands,King's Landing,[],67,7
3203,0:07:15,0:07:26,The Crownlands,King's Landing,"['Jaime Lannister', 'Bronn']",67,7
3204,0:07:26,0:07:36,The Crownlands,Blackwater Bay,[],67,7
3205,0:07:36,0:07:44,The Crownlands,Blackwater Bay,"['Tyrion Lannister', 'Lord Varys', 'Theon Greyjoy', 'Qhono']",67,7
3206,0:07:44,0:08:08,The Crownlands,Blackwater Bay,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei']",67,7
3207,0:08:08,0:08:43,The Crownlands,Blackwater Bay,['Sandor Clegane'],67,7
3208,0:08:43,0:08:47,The Crownlands,King's Landing,[],67,7
3209,0:08:47,0:09:23,The Crownlands,King's Landing,"['Cersei Lannister', 'Qyburn', 'Jaime Lannister', 'Gregor Clegane']",67,7
3210,0:09:23,0:09:57,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Sandor Clegane']",67,7
3211,0:09:57,0:10:44,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Sandor Clegane', 'Bronn', 'Podrick Payne', 'Brienne of Tarth']",67,7
3212,0:10:44,0:11:03,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Bronn', 'Podrick Payne']",67,7
3213,0:11:03,0:11:06,The Crownlands,Outside King's Landing,[],67,7
3214,0:11:06,0:11:59,The Crownlands,Outside King's Landing,"['Sandor Clegane', 'Brienne of Tarth']",67,7
3215,0:11:59,0:13:20,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Sandor Clegane', 'Bronn', 'Podrick Payne', 'Brienne of Tarth']",67,7
3216,0:13:20,0:13:31,The Crownlands,Outside King's Landing,['Sandor Clegane'],67,7
3217,0:13:31,0:14:40,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Sandor Clegane', 'Bronn', 'Podrick Payne', 'Brienne of Tarth']",67,7
3218,0:14:40,0:15:18,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Sandor Clegane', 'Brienne of Tarth']",67,7
3219,0:15:18,0:16:51,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Sandor Clegane', 'Brienne of Tarth', 'Cersei Lannister', 'Qyburn', 'Jaime Lannister', 'Gregor Clegane', 'Euron Greyjoy']",67,7
3220,0:16:51,0:17:21,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Brienne of Tarth', 'Cersei Lannister', 'Qyburn', 'Jaime Lannister', 'Gregor Clegane', 'Euron Greyjoy']",67,7
3221,0:17:21,0:18:33,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Brienne of Tarth', 'Cersei Lannister', 'Qyburn', 'Jaime Lannister', 'Gregor Clegane', 'Euron Greyjoy', 'Daenerys Targaryen', 'Drogon', 'Rhaegal']",67,7
3222,0:18:33,0:22:09,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Brienne of Tarth', 'Cersei Lannister', 'Qyburn', 'Jaime Lannister', 'Gregor Clegane', 'Euron Greyjoy', 'Daenerys Targaryen']",67,7
3223,0:22:09,0:26:37,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Brienne of Tarth', 'Cersei Lannister', 'Qyburn', 'Jaime Lannister', 'Gregor Clegane', 'Euron Greyjoy', 'Daenerys Targaryen', 'Sandor Clegane']",67,7
3224,0:26:37,0:29:14,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Brienne of Tarth', 'Cersei Lannister', 'Qyburn', 'Jaime Lannister', 'Gregor Clegane', 'Daenerys Targaryen', 'Sandor Clegane']",67,7
3225,0:29:14,0:31:22,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Brienne of Tarth', 'Daenerys Targaryen', 'Sandor Clegane']",67,7
3226,0:31:22,0:31:42,The Crownlands,King's Landing,"['Tyrion Lannister', 'Gregor Clegane']",67,7
3227,0:31:42,0:32:58,The Crownlands,King's Landing,"['Tyrion Lannister', 'Gregor Clegane', 'Jaime Lannister']",67,7
3228,0:32:58,0:38:20,The Crownlands,King's Landing,"['Tyrion Lannister', 'Gregor Clegane', 'Cersei Lannister']",67,7
3229,0:38:20,0:41:02,The Crownlands,Outside King's Landing,"['Jon Snow', 'Daenerys Targaryen']",67,7
3230,0:41:02,0:41:21,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Brienne of Tarth', 'Daenerys Targaryen', 'Sandor Clegane']",67,7
3231,0:41:21,0:42:28,The Crownlands,Outside King's Landing,"['Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Missandei', 'Lord Varys', 'Theon Greyjoy', 'Qhono', 'Brienne of Tarth', 'Daenerys Targaryen', 'Sandor Clegane', 'Cersei Lannister', 'Qyburn', 'Jaime Lannister', 'Gregor Clegane']",67,7
3232,0:42:28,0:42:36,The North,Outside Winterfell,[],67,7
3233,0:42:36,0:46:05,The North,Winterfell,"['Sansa Stark', 'Petyr Baelish']",67,7
3234,0:46:05,0:46:10,The Crownlands,Dragonstone,[],67,7
3235,0:46:10,0:47:29,The Crownlands,Dragonstone,"['Daenerys Targaryen', 'Tyrion Lannister', 'Jon Snow', 'Davos Seaworth', 'Jorah Mormont', 'Lord Varys', 'Theon Greyjoy', 'Grey Worm', 'Missandei']",67,7
3236,0:47:29,0:47:53,The Crownlands,Dragonstone,"['Jon Snow', 'Davos Seaworth', 'Theon Greyjoy']",67,7
3237,0:47:53,0:51:19,The Crownlands,Dragonstone,"['Jon Snow', 'Theon Greyjoy']",67,7
3238,0:51:19,0:55:32,The Crownlands,Dragonstone,"['Theon Greyjoy', 'Harrag']",67,7
3239,0:55:32,0:55:39,The Crownlands,Dragonstone,['Theon Greyjoy'],67,7
3240,0:55:39,0:56:07,The North,Winterfell,['Sansa Stark'],67,7
3241,0:56:07,1:01:47,The North,Winterfell,"['Sansa Stark', 'Bran Stark', 'Maester Wolkan', 'Arya Stark', 'Petyr Baelish', 'Yohn Royce']",67,7
3242,1:01:47,1:02:16,The Crownlands,King's Landing,"['Cersei Lannister', 'Gregor Clegane', 'Jaime Lannister']",67,7
3243,1:02:16,1:02:35,The Crownlands,King's Landing,"['Cersei Lannister', 'Gregor Clegane', 'Jaime Lannister']",67,7
3244,1:02:35,1:05:33,The Crownlands,King's Landing,"['Cersei Lannister', 'Jaime Lannister']",67,7
3245,1:05:33,1:07:06,The Crownlands,King's Landing,"['Cersei Lannister', 'Gregor Clegane', 'Jaime Lannister']",67,7
3246,1:07:06,1:07:46,The Crownlands,Outside King's Landing,['Jaime Lannister'],67,7
3247,1:07:46,1:07:56,The Crownlands,Outside King's Landing,[],67,7
3248,1:07:56,1:08:21,The Crownlands,King's Landing,[],67,7
3249,1:08:21,1:08:28,The North,Winterfell,"['Samwell Tarly', 'Gilly', 'Baby Sam']",67,7
3250,1:08:28,1:08:36,The North,Winterfell,['Bran Stark'],67,7
3251,1:08:36,1:10:57,The North,Winterfell,"['Samwell Tarly', 'Bran Stark']",67,7
3252,1:10:57,1:11:27,Dorne,,"['Bran Stark', 'Lyanna Stark', 'Rhaegar Targaryen', 'High Septon']",67,7
3253,1:11:27,1:11:41,The Narrow Sea,,['Jon Snow'],67,7
