,Release Date,Season,Episode,Episode Title,Name,Sentence,sentiment_score
20114,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,Even Lannisters can't survive without allies. Where are our allies now? You saw what happened to Walder Frey and his family.,-0.9696746468544006
20115,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,I heard. How could we ever trust a man like that?,-0.9765174984931946
20116,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,"We couldn't. He was a useless, old coward, but the Freys supported us. Now they're all dead. Whoever killed them is no friend of ours. We need allies. Stronger, better allies. We can't win this war alone.",-0.9694226384162903
20117,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,You think I listened to Father for 40 years and learned nothing?,-0.995797872543335
20118,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,The Greyjoys? You invited the Greyjoys to King's Landing?,-0.6385349035263062
20119,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,Not all of them.,-0.9976027011871338
20120,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,"Well, it looks like all of them.",0.9978810548782349
20121,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,"I invited Euron Greyjoy, the new King of the Iron Islands. You said yourself we needed stronger, better allies. There you are.",0.9980114698410034
20122,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,How are they better allies? How are they different from the Freys? They both broke their promises and murdered their former friends as soon as it suited them.,-0.9987534284591675
20123,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,"So does everyone when it suits them. Unlike the Freys, they have ships. And they're good at killing.",0.9974899291992188
20124,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,"They're not good at anything. I know the Ironborn. They're bitter, angry little people. All they know how to do is steal things they can't build or grow themselves.",-0.9994034171104431
20125,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,Euron Greyjoy didn't come here for that.,-0.9743819832801819
20126,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,"Oh, what did he come here for, then?",-0.9902560710906982
20127,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,A queen.,0.9974033832550049
20128,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,"The moment I was chosen Lord of the Iron Islands, they turned on me. Their own uncle. They stole my best ships and ran. Sailed the right across the world and gave them to the Dragon Queen so she could bring her armies here to attack you.",0.9951624870300293
20129,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,"It's nothing compares to the treason you suffered at the hands of a family members, from what I hear. But still, it bothers me. Murdering them would make me feel a lot better. And since it appears that all our treasonous family members are fighting for the same side, I thought we rightful monarchs could murder them together.",-0.9435714483261108
20130,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,"You're not a rightful monarch, though, are you?",-0.9993782043457031
20131,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,"The Greyjoys rebelled agains the throne for the right to be monarchs, but as I recall, you were soundly defeated. Come to mention it, weren't you the one who started that rebellion by sailing to Casterly Rock and burning the Lannister fleet? You certainly caught us there. Very smart move on your part. Of course, we all made it to the Iron Islands anyway. I was there.",0.9937814474105835
20132,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,"I remember very well. I saw you. I heard so much talk. The best in the world. No one can stop him. I didn't believe it, to be honesty. But I must say, when you rushed through the breach and started cutting people down...it was glorious. Like a dance.",0.9996064305305481
20133,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,The people I was cutting down were your own kin.,-0.9804609417915344
20134,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,The place was getting crowded. I enjoyed watching it. I truly did.,0.9996257424354553
20135,2017-07-16,Season 7,Episode 1,Dragonstone,jaime lannister,And I enjoyed killing Greyjoys.,0.9970869421958923
20136,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,"A good thing for me. If you hadn't crushed us, I wouldn't have gone into exile. If I hadn't done that, I wouldn't be the greatest captain on the 14 seas.",0.9972196221351624
20137,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,If not the most humble.,0.9844630360603333
20138,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,"You're not humble. You're the queen of a great nation. You don't care about the Iron Islands. They're nothing but rocks and bird shit and--and a lot of very unattractive people. The Iron Fleet, on the other hand, that's something else entirely. It's the greatest armada Westeros has ever seen. With the Iron Fleet, you own the seas. You can defeat the invaders of the east and the pretenders of the north and south.",0.9807392358779907
20139,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,What do you want in return?,-0.9704321026802063
20140,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,"Ever since I was a little boy, I wanted to grow up and mary the most beautiful woman in the world. So here I am, with a thousand ships and two good hands.",0.9996743202209473
20141,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,I decline your proposal.,-0.9992214441299438
20142,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,Why?,-0.9934883713722229
20143,2017-07-16,Season 7,Episode 1,Dragonstone,cersei lannister,You're not trustworthy. You've broken promises to allies before and murdered them at the nearest opportunity. You murdered your own brother.,-0.9991323351860046
20144,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,You should try it. Feels wonderful.,0.999754011631012
20145,2017-07-16,Season 7,Episode 1,Dragonstone,euron greyjoy,"I don't expect you to trust me outright. You need proof of my honest intentions. In my experience, the surest way to a woman's heart is with a gift. A priceless gift. I won't return to King's Landing until I have that for you.",0.9991318583488464
20146,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,"Ah, Maester Weyland. A drinker's liver if ever I saw one.",-0.44732674956321716
20147,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,Weigh that.,0.8301191329956055
20148,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,The triumph of transitory pleasures. Mankindo s curse.,-0.8825726509094238
20149,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,"Archmaester, I was wondering...",-0.917235791683197
20150,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,What's the weight?,-0.9954715371131897
20151,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,"Um, 147.",-0.8052079081535339
20152,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,I was wondering if you had considered my proposition.,-0.9813085198402405
20153,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,I don't remember your proposition.,-0.9993420243263245
20154,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,"I asked you if, in light of what I've seen in the North, if I could have access to the restricted area of the library.",-0.9970971345901489
20155,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,That area is reserved for maesters. Are you a maester?,0.873790979385376
20156,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,No.,-0.9945778846740723
20157,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,"Not a very strong proposition, is it?",-0.9995794892311096
20158,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,"Archmaester, with respect, I've seen them--the Army of the Dead. The white walkers. W was sent here to learn how to defeat them, but everyone in the Citadel, those who will even talk to me, they all doubt the walkers ever existed in the first place.",-0.04449605941772461
20159,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,Everyone in the Citadel doubts everything. It's their job. But the tales of the Long Night can't be pure fabrication. Too many similarities from unconnected sources.,-0.985188364982605
20160,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,Sources in the restricted area?,-0.996105432510376
20161,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,The very same. And the simplest explanation for your grating obsession with the white walkers is that you're telling the truth and that you saw what you say you saw.,-0.9865714907646179
20162,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,"So, you believe me.",0.9993153214454651
20163,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,I do. You'll finish weighing that heart?,0.9977677464485168
20164,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,That makes you the only person south of the Twins who does.,-0.9284113645553589
20165,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,"We're not lie the people south of the Twins. And we're not like the people north of the Twins. In the Citadel, we lead different lives for different reasons. We are this worldo s memory, Samwell Tarly. Without us, men would be little better than dogs. Don't remember any meal but the last, can't see forward to any but the next. And every time you leave the house and shut the door, they howl like you're gone forever. When Robert's Rebellion was raging, people that the end was near. The end of the Targaryen dynasty. ""How will we survive?"" When Aegon Targaryen turned his eye westward and flew his dragons to Blackwater Rush--""The end is near! How will we survive?"" And thousands of year before that, during the Long Night, we can forgive them for thinking it truly was the end. But it wasn't. None of it was. The Wall has stood through it all. And every winter that ever came has ended.",-0.9534887671470642
20166,2017-07-16,Season 7,Episode 1,Dragonstone,marwyn,Be a good lad. Clean this up.,0.9971584677696228
20167,2017-07-16,Season 7,Episode 1,Dragonstone,brienne,Nope.,-0.996379554271698
20168,2017-07-16,Season 7,Episode 1,Dragonstone,tormund giantsbane,You're a lucky man.,0.9997087121009827
20169,2017-07-16,Season 7,Episode 1,Dragonstone,petyr baelish,I've heard she beat the Hound in single combat. She's a very impressive woman.,0.9997220039367676
20170,2017-07-16,Season 7,Episode 1,Dragonstone,sansa stark,"What do you want, Lord Baelish?",-0.9638059139251709
20171,2017-07-16,Season 7,Episode 1,Dragonstone,petyr baelish,I want you to be happy. I want you to be safe.,0.9995609521865845
20172,2017-07-16,Season 7,Episode 1,Dragonstone,sansa stark,"I am safe. I'm at home, surrounded by friends. I have Brienne to protect me from anyone who would harm me.",0.9994577169418335
20173,2017-07-16,Season 7,Episode 1,Dragonstone,petyr baelish,What about happy? Why aren't you happy? What do you want that you do not have?,-0.8236841559410095
20174,2017-07-16,Season 7,Episode 1,Dragonstone,sansa stark,"At the moment, peace and quiet.",0.9995802044868469
20175,2017-07-16,Season 7,Episode 1,Dragonstone,sansa stark,"No need to seize the last word, Lord Baelish. I'll assume it was something clever.",0.9787612557411194
20176,2017-07-16,Season 7,Episode 1,Dragonstone,petyr baelish,My lady.,0.9915108680725098
20177,2017-07-16,Season 7,Episode 1,Dragonstone,brienne,Why is he still here?,-0.9973334670066833
20178,2017-07-16,Season 7,Episode 1,Dragonstone,sansa stark,"We need his men. Without the Vale, Ramsay Bolton would still hold this castle. Littlefinger saved us.",0.9973447322845459
20179,2017-07-16,Season 7,Episode 1,Dragonstone,brienne,He wants something.,0.9886313080787659
20180,2017-07-16,Season 7,Episode 1,Dragonstone,sansa stark,I know exactly what he wants.,0.9975996017456055
20181,2017-07-16,Season 7,Episode 1,Dragonstone,man,He rode through the streets of the city / Down from his hill on high / O'er the winds and the steps and the cobble / He rode to a woman's sigh / For she was his secret treasure / She was his shame and his bliss / And a chain and a keep are nothing / Compared to a woman's kiss / For hands of gold are always cold / But a woman's hands are warm / For hands of gold are always cold / But a woman's hands are--,-0.8864268064498901
20182,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,That's a pretty song. I've never heard it before.,0.9993953704833984
20183,2017-07-16,Season 7,Episode 1,Dragonstone,man,It's a new one.,0.9985105395317078
20184,2017-07-16,Season 7,Episode 1,Dragonstone,man,Are you hungry? We've got some rabbit.,-0.887854278087616
20185,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,I don't want to steal your food.,-0.9412199258804321
20186,2017-07-16,Season 7,Episode 1,Dragonstone,man,"You're not stealing, we're offering. Come on, it's gonna be a cold night.",-0.9718101620674133
20187,2017-07-16,Season 7,Episode 1,Dragonstone,man,You heading south?,-0.8974831104278564
20188,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,King's Landing.,0.9888074398040771
20189,2017-07-16,Season 7,Episode 1,Dragonstone,man,Poor girl.,-0.9989900588989258
20190,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,"Not so bad, is it?",0.9932233095169067
20191,2017-07-16,Season 7,Episode 1,Dragonstone,man,"Depends on your taste, I guess. If you like your streets covered in shit and pig's blood, it's the town for you.",0.8205587863922119
20192,2017-07-16,Season 7,Episode 1,Dragonstone,man,"All my life, I wanted to see the Red Keep, the Sept of Baelor, the Dragonpit. Then when I finally make it, they wouldn't let me within a mile of the Red Keep, the Sept of Baelor's blown to hell, and the Dragonpit is a damn ruin.",-0.9994093179702759
20193,2017-07-16,Season 7,Episode 1,Dragonstone,man,"The people who live there, they'd skin you alive if they could make two coppers off your hide.",-0.9791261553764343
20194,2017-07-16,Season 7,Episode 1,Dragonstone,man,Worst place in the world.,-0.9995323419570923
20195,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,What are you doing in the Riverlands?,-0.9877151250839233
20196,2017-07-16,Season 7,Episode 1,Dragonstone,man,"There's been some trouble with the Freys up at The Twins, so we're part of the army that's been sent to keep the peace.",0.8403270840644836
20197,2017-07-16,Season 7,Episode 1,Dragonstone,man,Here you go. Guests first.,0.9994179010391235
20198,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,"Oh, no, I couldn't. You don't have enough.",-0.9967777132987976
20199,2017-07-16,Season 7,Episode 1,Dragonstone,man,My mother always told me to be kind to strangers. Strangers will be kind to you.,0.9964735507965088
20200,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,"You're a long way from home. I'm sure you've had some adventures, though.",0.9978838562965393
20201,2017-07-16,Season 7,Episode 1,Dragonstone,man,"Yeah, endless adventures. They'll be singing about us for a thousand years.",0.9983767867088318
20202,2017-07-16,Season 7,Episode 1,Dragonstone,man,"3; The truth is when we left home, we couldn't wait to get away. But now we've been gone a while, we can't wait to get home.",0.9283027648925781
20203,2017-07-16,Season 7,Episode 1,Dragonstone,man,I just think about my dad out there on his boat all alone. I ought o be out there with him.,-0.9751242995262146
20204,2017-07-16,Season 7,Episode 1,Dragonstone,man,My wife's just had our first baby.,0.9457538723945618
20205,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,Boy or girl?,-0.8310682773590088
20206,2017-07-16,Season 7,Episode 1,Dragonstone,man,"Oh, who knows? You think soldiers get ravens with news from home?",-0.9939024448394775
20207,2017-07-16,Season 7,Episode 1,Dragonstone,man,I hope it's a girl.,0.9992525577545166
20208,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,Why?,-0.9934883713722229
20209,2017-07-16,Season 7,Episode 1,Dragonstone,man,Girls take care of their papas when their papas grow old. Boys just go off to fight in someone else's wars.,-0.9032662510871887
20210,2017-07-16,Season 7,Episode 1,Dragonstone,man,Are you old enough to drink?,0.3248096704483032
20211,2017-07-16,Season 7,Episode 1,Dragonstone,man,It's blackberry wine. I made it myself.,0.9947260618209839
20212,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,It's really good.,0.9996950626373291
20213,2017-07-16,Season 7,Episode 1,Dragonstone,man,"So, why is a nice girl on her own heading to King's Landing?",0.25734105706214905
20214,2017-07-16,Season 7,Episode 1,Dragonstone,arya stark,I'm going to kill the queen.,-0.973755955696106
20215,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,Bad night to be outdoors.,-0.997797966003418
20216,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,"You've got real powerful magic to figure that out. Did the Lord of Light whisper that in your ear? ""It's snowing, Thoros. It's windy. It's gonna be a cold night.""",0.9971615672111511
20217,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,"You're a grouchy old bear, aren't you, Clegane? You want some rum?",-0.9853948950767517
20218,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,Don't like that shit. It's too sweet.,-0.933469831943512
20219,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,Why are you always in such a foul mood?,-0.9994296431541443
20220,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,Experience.,0.9911971092224121
20221,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,This seems like a good place to spend the night.,0.9990439414978027
20222,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,These people don't want us here.,-0.9989216923713684
20223,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,Seems deserted to me. No livestock. No smoke coming from the chimney.,-0.9988501071929932
20224,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,I don't like the look of it.,-0.9972118735313416
20225,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,"For a big, hard man, you scare easy.",0.9948219656944275
20226,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,I'll tell you what doesn't scare me,-0.9719029068946838
20227,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,Come on. Maybe they've got some ale hidden away.,-0.9957594275474548
20228,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,They don't.,-0.9604145288467407
20229,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,See if there's a larder. They always leave something behind.,-0.9884178638458252
20230,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,How do you think it ended for them?,-0.974520206451416
20231,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,With death.,-0.99831622838974
20232,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,"Girl died in her father's arms. Both of them covered in blood and a knife at their feet. I'd say they were starving. And rather than letting his little girl suffer, he ended it for both of them.",-0.5907169580459595
20233,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,Doesn't matter now.,-0.9710593819618225
20234,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,"No, doesn't matter now.",-0.9789544343948364
20235,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,"I've known you a long time, Dondarrion.",0.9802669882774353
20236,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,Aye. I think the first time we met was at that tournament--,0.9972557425498962
20237,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,And I always thought you were dull as dirt.,-0.9992979168891907
20238,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,"You're not bad. I don't hate you. Don't like, but you're not bad.",0.9991222620010376
20239,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,"Thank you, Clegane. That warms the heart.",0.9997511506080627
20240,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,But there's nothing special about you.,-0.9923675656318665
20241,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,You're right about that.,0.9996299147605896
20242,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,"So why does the Lord of Light keep bringing you back? I've met better men than you, and they've been hanged from crossbeams, or beheaded, or just shat themselves to death in a field somewhere. None of them came back. So, why you?",-0.9987722039222717
20243,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,You think I don't ask myself that? Every hour of every day? Why am I here? What am I supposed to do? What does the Lord see in me?,-0.9907017350196838
20244,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,And?,-0.9496752023696899
20245,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,I don't know. I don't understand our Lord.,-0.9992363452911377
20246,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,Your Lord.,0.985861599445343
20247,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,I don't know what He wants from me. I only know that He wants me alive.,-0.9951454997062683
20248,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,"If he's so all-powerful, why doesn't he just tell you what the fuck he wants?",-0.9970815181732178
20249,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,Clegane.,0.6915072202682495
20250,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,Come over here. Don't worry. The fire won't bite. I want to show you something.,0.9981663227081299
20251,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,It's my fucking luck I end up with a band of fire worshippers.,0.9965240359306335
20252,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,Aye. Almost seems like divine justice.,0.9487869739532471
20253,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,"There's no divine justice, you dumb cunt. If there was, you'd be dead...and that girl would be alive.",-0.9984726905822754
20254,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,What do you want?,0.7690204381942749
20255,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,Look into the flames.,0.9956915974617004
20256,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,I don't want to look in the damn flames.,-0.969283938407898
20257,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,You saw me bring him back from the dead after you cut him down. Don't you want to know what gave me the power?,-0.9933230876922607
20258,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,I keep asking and no one wants to tell me.,-0.9977145791053772
20259,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,We can't tell you. Only the fire can tell you.,-0.9796804785728455
20260,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,What do you see?,0.9892951250076294
20261,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,Logs burning.,-0.933557391166687
20262,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,Keep looking. What do you see?,0.9858867526054382
20263,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,Ice. A wall of ice. The Wall.,-0.9218470454216003
20264,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,What else?,-0.9912980198860168
20265,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,It's where the Wall meets the sea. There's a castle there.,0.9411535859107971
20266,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,There's a mountain. Looks like an arrowhead. The dead are marching past.,-0.953726053237915
20267,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,Thousands of them.,0.9934883117675781
20268,2017-07-16,Season 7,Episode 1,Dragonstone,beric dondarrion,"Do you believe me now, Clegane? Do you believe we're here for a reason?",-0.9637817740440369
20269,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,"What the hell are you doing, Clegane?",-0.9908032417297363
20270,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,Burying the dead.,-0.9643071889877319
20271,2017-07-16,Season 7,Episode 1,Dragonstone,thoros,You knew these people.,0.9977611899375916
20272,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,Not really.,-0.9986252784729004
20273,2017-07-16,Season 7,Episode 1,Dragonstone,sandor clegane,"We ask the Father to judge us with mercy. We ask the Mother to... Fuck it, I don't remember the rest. I'm sorry you're dead. You deserved better. Both of you.",-0.9963406920433044
20274,2017-07-16,Season 7,Episode 1,Dragonstone,little sam,Mom.,0.9883297681808472
20275,2017-07-16,Season 7,Episode 1,Dragonstone,gilly,"You should really sleep, Sam.",-0.997706413269043
20276,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,The dead don't.,-0.9857684969902039
20277,2017-07-16,Season 7,Episode 1,Dragonstone,gilly,Legends of the Long Night.,0.9625686407089233
20278,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,The Targaryens used dragonglass to decorate their weapons without even knowing what the First Men used it for.,-0.9950403571128845
20279,2017-07-16,Season 7,Episode 1,Dragonstone,gilly,What is it?,-0.9912976026535034
20280,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,It's a map of Dragonstone. The Targaryens built their first stronghold there when they invaded Westeros.,-0.9633955359458923
20281,2017-07-16,Season 7,Episode 1,Dragonstone,gilly,That's dragonglass?,-0.8587649464607239
20282,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,"A mountain of it. Beneath the ground. Stannis told me, but I didn't think... This is important. Jon needs to know.",-0.9825762510299683
20283,2017-07-16,Season 7,Episode 1,Dragonstone,jorah mormont,Has she come yet?,-0.9250081181526184
20284,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,Who?,-0.9901843070983887
20285,2017-07-16,Season 7,Episode 1,Dragonstone,jorah mormont,The Dragon Queen. Daenerys Stormborn.,0.8893077969551086
20286,2017-07-16,Season 7,Episode 1,Dragonstone,samwell tarly,Haven't heard anything.,-0.9909365177154541
20287,2017-07-16,Season 7,Episode 1,Dragonstone,daenerys targaryen,Shall we begin?,0.9420775771141052
20288,2017-07-23,Season 7,Episode 2,Stormborn,tyrion lannister,"On a night like this, you came into the world.",0.9995225667953491
20289,2017-07-23,Season 7,Episode 2,Stormborn,lord varys,I remember that storm. All the dogs in King's Landing howled through the night.,-0.9577841758728027
20290,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,I wish I could remember it.,-0.9784212112426758
20291,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,I always thought this would be a homecoming. It doesn't feel like home.,-0.4042724072933197
20292,2017-07-23,Season 7,Episode 2,Stormborn,tyrion lannister,We won't stay on Dragonstone for long.,-0.9849872589111328
20293,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,Good.,0.9996315240859985
20294,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,Not so many lions.,0.6821441054344177
20295,2017-07-23,Season 7,Episode 2,Stormborn,lord varys,"Cersei controls fewer than half the Seven Kingdoms. The lord of Westeros despise her. Even before your arrival, they plotted against her. Now...",-0.9806557297706604
20296,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,They cry out for their true queen? They drink secret toasts to my health?,-0.9476137161254883
20297,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,"People used to tell my brother that sort of thing, and he was stupid enough to believe them.",-0.996888279914856
20298,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,"If Viserys had three dragons and an army at his back, he'd have invaded King's Landing already.",-0.9910213351249695
20299,2017-07-23,Season 7,Episode 2,Stormborn,tyrion lannister,Conquering Westeros would be easy for you. But you're not here to be queen of the ashes.,-0.9772316813468933
20300,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,No.,-0.9945778846740723
20301,2017-07-23,Season 7,Episode 2,Stormborn,tyrion lannister,"We can take the Seven Kingdoms without turning it into a slaughterhouse. If the great houses support your claim against Cersei, the game is won. With the Tyrell army and the Dornish on our side, we have powerful allies in the south.",0.9979788064956665
20302,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,I never properly thanked you for that.,-0.9991579651832581
20303,2017-07-23,Season 7,Episode 2,Stormborn,lord varys,"They joined our side, my queen, because they believe in you.",0.99615079164505
20304,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,"You served my father, didn't you, Lord Varys?",0.6030213832855225
20305,2017-07-23,Season 7,Episode 2,Stormborn,lord varys,I did.,0.9980119466781616
20306,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,And then you served the man who overthrew him?,-0.7938230633735657
20307,2017-07-23,Season 7,Episode 2,Stormborn,lord varys,"I had a choice, Your Grace--serve Robert Baratheon or face the headman's axe.",-0.9865369200706482
20308,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,But you didn't serve him long. You turned against him.,-0.9279472231864929
20309,2017-07-23,Season 7,Episode 2,Stormborn,lord varys,"Robert was an improvement on your father, to be sure. There have been few rulers in history as cruel as the Mad King. Robert was neither mad nor cruel. He simply had no interest in being king.",-0.9969093799591064
20310,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,So you took it upon yourself to find a better one.,-0.9968744516372681
20311,2017-07-23,Season 7,Episode 2,Stormborn,tyrion lannister,"Your Grace, when I was ready to drink myself into a small coffin, Lord Varys told me about a queen in the east who--",0.7957695722579956
20312,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,"Before I came to power, you favored my brother. All your spies, your little birds, did they tell you Viserys was cruel, stupid, and weak? Would those qualities have made for a good king in your learned opinion?",-0.9887456893920898
20313,2017-07-23,Season 7,Episode 2,Stormborn,lord varys,"Until your marriage to Khal Drogo, Your Grace, I knew nothing about you, save your existence and that you were said to be beautiful.",0.9975389838218689
20314,2017-07-23,Season 7,Episode 2,Stormborn,daenerys targaryen,So you and your friends traded me like a prized horse to the Dothraki.,0.9388390183448792
20315,2017-07-23,Season 7,Episode 2,Stormborn,lord varys,Which you turned to your advantage.,-0.29105332493782043
